# ts	v	v_base	v_vis	v_occ	v_lkg	cap_visible	cap_occl	final
1212.460	31.296	5.003	4.931	70.000	4.931	5.003	70.000	5.003
1212.510	31.316	5.075	5.003	70.000	5.003	5.075	70.000	5.075
1212.560	31.318	5.165	5.075	70.000	5.075	5.165	70.000	5.165
1212.610	31.315	5.233	5.165	70.000	5.165	5.233	70.000	5.233
1212.655	31.315	5.301	5.233	70.000	5.233	5.301	70.000	5.301
1212.709	31.312	5.369	5.301	70.000	5.301	5.369	70.000	5.369
1212.760	31.291	5.483	5.369	70.000	5.369	5.483	70.000	5.483
1212.808	31.270	5.619	5.483	70.000	5.483	5.619	70.000	5.619
1212.860	31.265	5.778	5.619	70.000	5.619	5.778	70.000	5.778
1212.910	31.256	5.985	5.778	70.000	5.778	5.985	70.000	5.985
1212.960	31.232	6.254	5.985	70.000	5.985	6.254	70.000	6.254
1213.006	31.220	6.503	6.254	70.000	6.254	6.503	70.000	6.503
1213.059	31.208	6.746	6.503	70.000	6.503	6.746	70.000	6.746
1213.107	31.186	6.980	6.746	70.000	6.746	6.980	70.000	6.980
1213.160	31.162	7.222	6.980	70.000	6.980	7.222	70.000	7.222
1213.207	31.147	7.376	7.222	70.000	7.222	7.376	70.000	7.376
1213.260	31.115	7.530	7.376	70.000	7.376	7.530	70.000	7.530
1213.311	31.103	7.677	7.530	70.000	7.530	7.677	70.000	7.677
1213.360	31.100	7.833	7.677	70.000	7.677	7.833	70.000	7.833
1213.406	31.128	7.976	7.833	70.000	7.833	7.976	70.000	7.976
1213.460	31.126	8.087	7.976	70.000	7.976	8.087	70.000	8.087
1213.510	31.139	8.171	8.087	70.000	8.087	8.171	70.000	8.171
1213.560	31.176	8.306	8.171	70.000	8.171	8.306	70.000	8.306
1213.610	31.211	8.508	8.306	70.000	8.306	8.508	70.000	8.508
1213.660	31.262	8.751	8.508	70.000	8.508	8.751	70.000	8.751
1213.711	31.290	9.041	8.751	70.000	8.751	9.041	70.000	9.041
1213.760	31.315	9.110	9.041	70.000	9.041	9.110	70.000	9.110
1213.810	31.346	9.008	9.110	70.000	9.110	9.008	70.000	9.008
1213.856	31.370	8.860	9.008	70.000	9.008	8.860	70.000	8.860
1213.907	31.396	8.776	8.860	70.000	8.860	8.776	70.000	8.776
1213.960	31.438	8.802	8.776	70.000	8.776	8.802	70.000	8.802
1214.010	31.471	9.000	8.802	70.000	8.802	9.000	70.000	9.000
1214.060	31.529	9.229	9.000	70.000	9.000	9.229	70.000	9.229
1214.110	31.535	9.514	9.229	70.000	9.229	9.514	70.000	9.514
1214.160	31.575	9.841	9.514	70.000	9.514	9.841	70.000	9.841
1214.207	31.612	10.196	9.841	70.000	9.841	10.196	70.000	10.196
1214.260	31.657	10.551	10.196	70.000	10.196	10.551	70.000	10.551
1214.305	31.688	10.901	10.551	70.000	10.551	10.901	70.000	10.901
1214.358	31.716	11.184	10.901	70.000	10.901	11.184	70.000	11.184
1214.410	31.737	11.497	11.184	70.000	11.184	11.497	70.000	11.497
1214.460	31.777	11.823	11.497	70.000	11.497	11.823	70.000	11.823
1214.509	31.812	12.218	11.823	70.000	11.823	12.218	70.000	12.218
1214.560	31.851	12.488	12.218	70.000	12.218	12.488	70.000	12.488
1214.611	31.885	12.393	12.488	70.000	12.488	12.393	70.000	12.393
1214.660	31.926	11.770	12.393	70.000	12.393	11.770	70.000	11.770
1214.707	31.969	11.455	11.770	70.000	11.770	11.455	70.000	11.455
1214.760	32.011	9.945	11.455	70.000	11.455	9.945	70.000	9.945
1214.810	32.049	10.227	9.945	70.000	9.945	10.227	70.000	10.227
1214.860	32.088	10.366	10.227	70.000	10.227	10.366	70.000	10.366
1214.910	32.123	9.960	10.366	70.000	10.366	9.960	70.000	9.960
1214.959	32.159	10.010	9.960	70.000	9.960	10.010	70.000	10.010
1215.006	32.191	9.757	10.010	70.000	10.010	9.757	70.000	9.757
1215.060	32.226	9.850	9.757	70.000	9.757	9.850	70.000	9.850
1215.110	32.259	10.203	9.850	70.000	9.850	10.203	70.000	10.203
1215.160	32.300	10.373	10.203	70.000	10.203	10.373	70.000	10.373
1215.212	32.332	11.338	10.373	70.000	10.373	11.338	70.000	11.338
1215.259	32.346	11.624	11.338	70.000	11.338	11.624	70.000	11.624
1215.310	32.365	11.589	11.624	70.000	11.624	11.589	70.000	11.589
1215.360	32.393	11.381	11.589	70.000	11.589	11.381	70.000	11.381
1215.410	32.408	11.839	11.381	70.000	11.381	11.839	70.000	11.839
1215.461	32.415	11.349	11.839	70.000	11.839	11.349	70.000	11.349
1215.511	32.422	10.647	11.349	70.000	11.349	10.647	70.000	10.647
1215.560	32.415	10.827	10.647	70.000	10.647	10.827	70.000	10.827
1215.609	32.404	10.967	10.827	70.000	10.827	10.967	70.000	10.967
1215.660	32.410	10.522	10.967	70.000	10.967	10.522	70.000	10.522
1215.710	32.424	10.430	10.522	70.000	10.522	10.430	70.000	10.430
1215.759	32.422	10.645	10.430	70.000	10.430	10.645	70.000	10.645
1215.810	32.440	10.464	10.645	70.000	10.645	10.464	70.000	10.464
1215.860	32.446	10.252	10.464	70.000	10.464	10.252	70.000	10.252
1215.910	32.458	10.034	10.252	70.000	10.252	10.034	70.000	10.034
1215.958	32.476	10.182	10.034	70.000	10.034	10.182	70.000	10.182
1216.007	32.492	10.689	10.182	70.000	10.182	10.689	70.000	10.689
1216.060	32.504	10.247	10.689	70.000	10.689	10.247	70.000	10.247
1216.108	32.517	11.189	10.247	70.000	10.247	11.189	70.000	11.189
1216.160	32.527	11.487	11.189	70.000	11.189	11.487	70.000	11.487
1216.210	32.537	12.026	11.487	70.000	11.487	12.026	70.000	12.026
1216.259	32.551	12.308	12.026	70.000	12.026	12.308	70.000	12.308
1216.311	32.534	11.689	12.308	70.000	12.308	11.689	70.000	11.689
1216.360	32.520	10.600	11.689	70.000	11.689	10.600	70.000	10.600
1216.410	32.503	10.601	10.600	70.000	10.600	10.601	70.000	10.601
1216.458	32.484	9.343	10.601	70.000	10.601	9.343	70.000	9.343
1216.510	32.467	8.745	9.343	70.000	9.343	8.745	70.000	8.745
1216.560	32.467	9.081	8.745	70.000	8.745	9.081	70.000	9.081
1216.607	32.463	9.004	9.081	70.000	9.081	9.004	70.000	9.004
1216.660	32.447	8.582	9.004	70.000	9.004	8.582	70.000	8.582
1216.710	32.435	8.189	8.582	70.000	8.582	8.189	70.000	8.189
1216.761	32.431	7.858	8.189	70.000	8.189	7.858	70.000	7.858
1216.807	32.425	8.502	7.858	70.000	7.858	8.502	70.000	8.502
1216.860	32.395	9.038	8.502	70.000	8.502	9.038	70.000	9.038
1216.910	32.378	9.354	9.038	70.000	9.038	9.354	70.000	9.354
1216.960	32.366	9.575	9.354	70.000	9.354	9.575	70.000	9.575
1217.010	32.348	9.662	9.575	70.000	9.575	9.662	70.000	9.662
1217.060	32.315	9.740	9.662	70.000	9.662	9.740	70.000	9.740
1217.111	32.280	8.784	9.740	70.000	9.740	8.784	70.000	8.784
1217.160	32.274	7.753	8.784	70.000	8.784	7.753	70.000	7.753
1217.210	32.250	7.370	7.753	70.000	7.753	7.370	70.000	7.370
1217.256	32.238	7.285	7.370	70.000	7.370	7.285	70.000	7.285
1217.310	32.206	7.352	7.285	70.000	7.285	7.352	70.000	7.352
1217.360	32.171	7.628	7.352	70.000	7.352	7.628	70.000	7.628
1217.409	32.138	7.474	7.628	70.000	7.628	7.474	70.000	7.474
1217.460	32.098	7.422	7.474	70.000	7.474	7.422	70.000	7.422
1217.510	32.046	7.475	7.422	70.000	7.422	7.475	70.000	7.475
1217.561	32.002	7.443	7.475	70.000	7.475	7.443	70.000	7.443
1217.610	31.965	7.375	7.443	70.000	7.443	7.375	70.000	7.375
1217.660	31.941	7.176	7.375	70.000	7.375	7.176	70.000	7.176
1217.710	31.905	6.974	7.176	70.000	7.176	6.974	70.000	6.974
1217.760	31.870	6.554	6.974	70.000	6.974	6.554	70.000	6.554
1217.810	31.850	6.469	6.554	70.000	6.554	6.469	70.000	6.469
1217.860	31.806	6.442	6.469	70.000	6.469	6.442	70.000	6.442
1217.908	31.745	6.407	6.442	70.000	6.442	6.407	70.000	6.407
1217.958	31.698	6.309	6.407	70.000	6.407	6.309	70.000	6.309
1218.008	31.665	6.221	6.309	70.000	6.309	6.221	70.000	6.221
1218.060	31.610	6.143	6.221	70.000	6.221	6.143	70.000	6.143
1218.110	31.568	5.993	6.143	70.000	6.143	5.993	70.000	5.993
1218.160	31.518	5.900	5.993	70.000	5.993	5.900	70.000	5.900
1218.208	31.494	5.808	5.900	70.000	5.900	5.808	70.000	5.808
1218.261	31.454	5.873	5.808	70.000	5.808	5.873	70.000	5.873
1218.310	31.429	5.823	5.873	70.000	5.873	5.823	70.000	5.823
1218.356	31.404	5.726	5.823	70.000	5.823	5.726	70.000	5.726
1218.410	31.398	5.650	5.726	70.000	5.726	5.650	70.000	5.650
1218.460	31.410	5.708	5.650	70.000	5.650	5.708	70.000	5.708
1218.511	31.438	5.756	5.708	70.000	5.708	5.756	70.000	5.756
1218.560	31.467	5.802	5.756	70.000	5.756	5.802	70.000	5.802
1218.610	31.493	5.735	5.802	70.000	5.802	5.735	70.000	5.735
1218.660	31.520	5.645	5.735	70.000	5.735	5.645	70.000	5.645
1218.706	31.529	5.566	5.645	70.000	5.645	5.566	70.000	5.566
1218.760	31.552	5.462	5.566	70.000	5.566	5.462	70.000	5.462
1218.808	31.570	5.458	5.462	70.000	5.462	5.458	70.000	5.458
1218.860	31.575	5.378	5.458	70.000	5.458	5.378	70.000	5.378
1218.909	31.581	5.384	5.378	70.000	5.378	5.384	70.000	5.384
1218.960	31.608	5.358	5.384	70.000	5.384	5.358	70.000	5.358
1219.010	31.636	5.303	5.358	70.000	5.358	5.303	70.000	5.303
1219.057	31.646	5.296	5.303	70.000	5.303	5.296	70.000	5.296
1219.106	31.671	5.293	5.296	70.000	5.296	5.293	70.000	5.293
1219.160	31.693	5.235	5.293	70.000	5.293	5.235	70.000	5.235
1219.210	31.701	5.185	5.235	70.000	5.235	5.185	70.000	5.185
1219.260	31.738	5.177	5.185	70.000	5.185	5.177	70.000	5.177
1219.310	31.754	5.173	5.177	70.000	5.177	5.173	70.000	5.173
1219.360	31.771	5.135	5.173	70.000	5.173	5.135	70.000	5.135
1219.406	31.784	5.095	5.135	70.000	5.135	5.095	70.000	5.095
1219.459	31.805	5.043	5.095	70.000	5.095	5.043	70.000	5.043
1219.509	31.828	5.040	5.043	70.000	5.043	5.040	70.000	5.040
1219.560	31.850	5.025	5.040	70.000	5.040	5.025	70.000	5.025
1219.610	31.866	4.991	5.025	70.000	5.025	4.991	70.000	4.991
1219.660	31.885	4.940	4.991	70.000	4.991	4.940	70.000	4.940
1219.710	31.887	4.886	4.940	70.000	4.940	4.886	70.000	4.886
1219.761	31.902	4.881	4.886	70.000	4.886	4.881	70.000	4.881
1219.810	31.918	4.846	4.881	70.000	4.881	4.846	70.000	4.846
1219.860	31.936	4.813	4.846	70.000	4.846	4.813	70.000	4.813
1219.910	31.956	4.760	4.813	70.000	4.813	4.760	70.000	4.760
1219.956	31.979	4.733	4.760	70.000	4.760	4.733	70.000	4.733
1220.007	31.992	4.696	4.733	70.000	4.733	4.696	70.000	4.696
1220.060	32.041	4.691	4.696	70.000	4.696	4.691	70.000	4.691
1220.110	32.055	4.701	4.691	70.000	4.691	4.701	70.000	4.701
1220.160	32.071	4.751	4.701	70.000	4.701	4.751	70.000	4.751
1220.209	32.091	4.745	4.751	70.000	4.751	4.745	70.000	4.745
1220.260	32.118	4.741	4.745	70.000	4.745	4.741	70.000	4.741
1220.310	32.151	4.721	4.741	70.000	4.741	4.721	70.000	4.721
1220.360	32.175	4.742	4.721	70.000	4.721	4.742	70.000	4.742
1220.410	32.183	4.722	4.742	70.000	4.742	4.722	70.000	4.722
1220.460	32.210	4.673	4.722	70.000	4.722	4.673	70.000	4.673
1220.510	32.231	4.662	4.673	70.000	4.673	4.662	70.000	4.662
1220.560	32.250	4.655	4.662	70.000	4.662	4.655	70.000	4.655
1220.609	32.266	4.592	4.655	70.000	4.655	4.592	70.000	4.592
1220.660	32.294	4.579	4.592	70.000	4.592	4.579	70.000	4.579
1220.710	32.314	4.533	4.579	70.000	4.579	4.533	70.000	4.533
1220.760	32.328	4.534	4.533	70.000	4.533	4.534	70.000	4.534
1220.810	32.367	4.503	4.534	70.000	4.534	4.503	70.000	4.503
1220.856	32.388	4.476	4.503	70.000	4.503	4.476	70.000	4.476
1220.910	32.419	4.467	4.476	70.000	4.476	4.467	70.000	4.467
1220.960	32.451	4.458	4.467	70.000	4.467	4.458	70.000	4.458
1221.010	32.500	4.357	4.458	70.000	4.458	4.357	70.000	4.357
1221.060	32.525	4.383	4.357	70.000	4.357	4.383	70.000	4.383
1221.106	32.544	4.364	4.383	70.000	4.383	4.364	70.000	4.364
1221.160	32.590	4.446	4.364	70.000	4.364	4.446	70.000	4.446
1221.210	32.636	4.456	4.446	70.000	4.446	4.456	70.000	4.456
1221.260	32.687	4.491	4.456	70.000	4.456	4.491	70.000	4.491
1221.311	32.737	4.540	4.491	70.000	4.491	4.540	70.000	4.540
1221.360	32.781	4.534	4.540	70.000	4.540	4.534	70.000	4.534
1221.407	32.849	4.515	4.534	70.000	4.534	4.515	70.000	4.515
1221.458	32.892	4.509	4.515	70.000	4.515	4.509	70.000	4.509
1221.510	32.951	4.497	4.509	70.000	4.509	4.497	70.000	4.497
1221.560	33.011	4.493	4.497	70.000	4.497	4.493	70.000	4.493
1221.609	33.046	4.483	4.493	70.000	4.493	4.483	70.000	4.483
1221.656	33.093	4.507	4.483	70.000	4.483	4.507	70.000	4.507
1221.710	33.152	4.508	4.507	70.000	4.507	4.508	70.000	4.508
1221.759	33.199	4.585	4.508	70.000	4.508	4.585	70.000	4.585
1221.807	33.271	4.646	4.585	70.000	4.585	4.646	70.000	4.646
1221.858	33.291	4.625	4.646	70.000	4.646	4.625	70.000	4.625
1221.910	33.353	4.632	4.625	70.000	4.625	4.632	70.000	4.632
1221.958	33.384	4.571	4.632	70.000	4.632	4.571	70.000	4.571
1222.009	33.395	4.516	4.571	70.000	4.571	4.516	70.000	4.516
1222.061	33.395	4.436	4.516	70.000	4.516	4.436	70.000	4.436
1222.108	33.403	4.373	4.436	70.000	4.436	4.373	70.000	4.373
1222.160	33.403	4.375	4.373	70.000	4.373	4.375	70.000	4.375
1222.206	33.403	4.408	4.375	70.000	4.375	4.408	70.000	4.408
1222.258	33.405	4.444	4.408	70.000	4.408	4.444	70.000	4.444
1222.311	33.419	4.494	4.444	70.000	4.444	4.494	70.000	4.494
1222.360	33.429	4.544	4.494	70.000	4.494	4.544	70.000	4.544
1222.410	33.421	4.537	4.544	70.000	4.544	4.537	70.000	4.537
1222.460	33.415	4.520	4.537	70.000	4.537	4.520	70.000	4.520
1222.510	33.416	4.514	4.520	70.000	4.520	4.514	70.000	4.514
1222.560	33.432	4.587	4.514	70.000	4.514	4.587	70.000	4.587
1222.610	33.430	4.646	4.587	70.000	4.587	4.646	70.000	4.646
1222.660	33.435	4.669	4.646	70.000	4.646	4.669	70.000	4.669
1222.710	33.442	4.682	4.669	70.000	4.669	4.682	70.000	4.682
1222.760	33.448	4.675	4.682	70.000	4.682	4.675	70.000	4.675
1222.810	33.441	4.675	4.675	70.000	4.675	4.675	70.000	4.675
1222.860	33.432	4.745	4.675	70.000	4.675	4.745	70.000	4.745
1222.910	33.417	4.819	4.745	70.000	4.745	4.819	70.000	4.819
1222.960	33.395	4.831	4.819	70.000	4.819	4.831	70.000	4.831
1223.010	33.390	4.803	4.831	70.000	4.831	4.803	70.000	4.803
1223.059	33.373	4.809	4.803	70.000	4.803	4.809	70.000	4.809
1223.107	33.352	4.824	4.809	70.000	4.809	4.824	70.000	4.824
1223.160	33.328	4.769	4.824	70.000	4.824	4.769	70.000	4.769
1223.210	33.321	4.794	4.769	70.000	4.769	4.794	70.000	4.794
1223.260	33.300	4.796	4.794	70.000	4.794	4.796	70.000	4.796
1223.306	33.278	4.763	4.796	70.000	4.796	4.763	70.000	4.763
1223.361	33.233	4.709	4.763	70.000	4.763	4.709	70.000	4.709
1223.410	33.215	4.640	4.709	70.000	4.709	4.640	70.000	4.640
1223.461	33.181	4.592	4.640	70.000	4.640	4.592	70.000	4.592
1223.511	33.146	4.593	4.592	70.000	4.592	4.593	70.000	4.593
1223.557	33.121	4.566	4.593	70.000	4.593	4.566	70.000	4.566
1223.610	33.080	4.584	4.566	70.000	4.566	4.584	70.000	4.584
1223.660	33.076	4.640	4.584	70.000	4.584	4.640	70.000	4.640
1223.710	33.053	4.690	4.640	70.000	4.640	4.690	70.000	4.690
1223.760	33.018	4.722	4.690	70.000	4.690	4.722	70.000	4.722
1223.810	32.993	4.704	4.722	70.000	4.722	4.704	70.000	4.704
1223.860	32.941	4.666	4.704	70.000	4.704	4.666	70.000	4.666
1223.909	32.894	4.643	4.666	70.000	4.666	4.643	70.000	4.643
1223.960	32.818	4.610	4.643	70.000	4.643	4.610	70.000	4.610
1224.009	32.774	4.621	4.610	70.000	4.610	4.621	70.000	4.621
1224.055	32.700	4.631	4.621	70.000	4.621	4.631	70.000	4.631
1224.110	32.636	4.637	4.631	70.000	4.631	4.637	70.000	4.637
1224.160	32.577	4.631	4.637	70.000	4.637	4.631	70.000	4.631
1224.206	32.535	4.636	4.631	70.000	4.631	4.636	70.000	4.636
1224.260	32.481	4.615	4.636	70.000	4.636	4.615	70.000	4.615
1224.311	32.463	4.606	4.615	70.000	4.615	4.606	70.000	4.606
1224.357	32.451	4.609	4.606	70.000	4.606	4.609	70.000	4.609
1224.410	32.419	4.590	4.609	70.000	4.609	4.590	70.000	4.590
1224.460	32.366	4.588	4.590	70.000	4.590	4.588	70.000	4.588
1224.509	32.323	4.597	4.588	70.000	4.588	4.597	70.000	4.597
1224.561	32.232	4.574	4.597	70.000	4.597	4.574	70.000	4.574
1224.610	32.184	4.556	4.574	70.000	4.574	4.556	70.000	4.556
1224.660	32.132	4.566	4.556	70.000	4.556	4.566	70.000	4.566
1224.706	32.078	4.556	4.566	70.000	4.566	4.556	70.000	4.556
1224.757	32.046	4.537	4.556	70.000	4.556	4.537	70.000	4.537
1224.810	32.026	4.523	4.537	70.000	4.537	4.523	70.000	4.523
1224.860	32.006	4.518	4.523	70.000	4.523	4.518	70.000	4.518
1224.910	31.984	4.520	4.518	70.000	4.518	4.520	70.000	4.520
1224.959	31.917	4.533	4.520	70.000	4.520	4.533	70.000	4.533
1225.007	31.849	4.555	4.533	70.000	4.533	4.555	70.000	4.555
1225.060	31.766	4.573	4.555	70.000	4.555	4.573	70.000	4.573
1225.109	31.746	4.538	4.573	70.000	4.573	4.538	70.000	4.538
1225.160	31.737	4.485	4.538	70.000	4.538	4.485	70.000	4.485
1225.208	31.764	4.466	4.485	70.000	4.485	4.466	70.000	4.466
1225.261	31.780	4.456	4.466	70.000	4.466	4.456	70.000	4.456
1225.306	31.784	4.445	4.456	70.000	4.456	4.445	70.000	4.445
1225.360	31.821	4.430	4.445	70.000	4.445	4.430	70.000	4.430
1225.404	31.836	4.423	4.430	70.000	4.430	4.423	70.000	4.423
1225.459	31.842	4.409	4.423	70.000	4.423	4.409	70.000	4.409
1225.510	31.860	4.393	4.409	70.000	4.409	4.393	70.000	4.393
1225.560	31.867	4.390	4.393	70.000	4.393	4.390	70.000	4.390
1225.610	31.886	4.384	4.390	70.000	4.390	4.384	70.000	4.384
1225.660	31.898	4.395	4.384	70.000	4.384	4.395	70.000	4.395
1225.707	31.938	4.416	4.395	70.000	4.395	4.416	70.000	4.416
1225.760	31.965	4.440	4.416	70.000	4.416	4.440	70.000	4.440
1225.804	31.975	4.484	4.440	70.000	4.440	4.484	70.000	4.933
1225.861	32.003	4.519	4.484	70.000	4.484	4.519	70.000	4.971
1225.907	32.022	4.564	4.519	70.000	4.519	4.564	70.000	5.021
1225.958	32.027	4.608	4.564	70.000	4.564	4.608	70.000	5.068
1226.006	32.050	4.600	4.608	70.000	4.608	4.600	70.000	5.060
1226.060	32.082	4.531	4.600	70.000	4.600	4.531	70.000	4.984
1226.110	32.104	4.474	4.531	70.000	4.531	4.474	70.000	4.921
1226.161	32.123	4.456	4.474	70.000	4.474	4.456	70.000	4.901
1226.207	32.154	4.475	4.456	70.000	4.456	4.475	70.000	4.923
1226.260	32.160	4.508	4.475	70.000	4.475	4.508	70.000	4.959
1226.310	32.144	4.590	4.508	70.000	4.508	4.590	70.000	5.049
1226.360	32.164	4.660	4.590	70.000	4.590	4.660	70.000	5.126
1226.410	32.188	4.717	4.660	70.000	4.660	4.717	70.000	5.189
1226.461	32.197	4.741	4.717	70.000	4.717	4.741	70.000	5.215
1226.510	32.207	4.734	4.741	70.000	4.741	4.734	70.000	5.208
1226.561	32.232	4.699	4.734	70.000	4.734	4.699	70.000	5.169
1226.610	32.248	4.739	4.699	70.000	4.699	4.739	70.000	5.213
1226.660	32.258	4.740	4.739	70.000	4.739	4.740	70.000	5.214
1226.711	32.274	4.708	4.740	70.000	4.740	4.708	70.000	5.179
1226.760	32.289	4.704	4.708	70.000	4.708	4.704	70.000	5.175
1226.809	32.299	4.722	4.704	70.000	4.704	4.722	70.000	5.194
1226.864	32.331	4.736	4.722	70.000	4.722	4.736	70.000	5.210
1226.909	32.363	4.734	4.736	70.000	4.736	4.734	70.000	5.207
1226.962	32.378	4.753	4.734	70.000	4.734	4.753	70.000	5.228
1227.010	32.388	4.743	4.753	70.000	4.753	4.743	70.000	5.217
1227.060	32.400	4.733	4.743	70.000	4.743	4.733	70.000	5.207
1227.110	32.413	4.721	4.733	70.000	4.733	4.721	70.000	5.193
1227.160	32.424	4.719	4.721	70.000	4.721	4.719	70.000	5.191
1227.209	32.424	4.729	4.719	70.000	4.719	4.729	70.000	5.202
1227.261	32.432	4.700	4.729	70.000	4.729	4.700	70.000	4.700
1227.310	32.434	4.657	4.700	70.000	4.700	4.657	70.000	4.657
1227.360	32.432	4.632	4.657	70.000	4.657	4.632	70.000	4.632
1227.410	32.438	4.597	4.632	70.000	4.632	4.597	70.000	4.597
1227.460	32.458	4.570	4.597	70.000	4.597	4.570	70.000	4.570
1227.510	32.471	4.551	4.570	70.000	4.570	4.551	70.000	4.551
1227.560	32.474	4.532	4.551	70.000	4.551	4.532	70.000	4.532
1227.610	32.493	4.528	4.532	70.000	4.532	4.528	70.000	4.528
1227.656	32.512	4.517	4.528	70.000	4.528	4.517	70.000	4.517
1227.710	32.535	4.511	4.517	70.000	4.517	4.511	70.000	4.511
1227.760	32.544	4.514	4.511	70.000	4.511	4.514	70.000	4.514
1227.810	32.554	4.518	4.514	70.000	4.514	4.518	70.000	4.518
1227.862	32.554	4.563	4.518	70.000	4.518	4.563	70.000	4.563
1227.910	32.550	4.582	4.563	70.000	4.563	4.582	70.000	4.582
1227.960	32.560	4.616	4.582	70.000	4.582	4.616	70.000	4.616
1228.010	32.542	4.652	4.616	70.000	4.616	4.652	70.000	4.652
1228.061	32.538	4.671	4.652	70.000	4.652	4.671	70.000	4.671
1228.108	32.541	4.675	4.671	70.000	4.671	4.675	70.000	4.675
1228.160	32.542	4.680	4.675	70.000	4.675	4.680	70.000	4.680
1228.208	32.555	4.664	4.680	70.000	4.680	4.664	70.000	4.664
1228.258	32.571	4.637	4.664	70.000	4.664	4.637	70.000	4.637
1228.311	32.599	4.635	4.637	70.000	4.637	4.635	70.000	4.635
1228.360	32.614	4.624	4.635	70.000	4.635	4.624	70.000	4.624
1228.406	32.631	4.606	4.624	70.000	4.624	4.606	70.000	4.606
1228.460	32.631	4.590	4.606	70.000	4.606	4.590	70.000	4.590
1228.510	32.632	4.582	4.590	70.000	4.590	4.582	70.000	4.582
1228.560	32.638	4.567	4.582	70.000	4.582	4.567	70.000	4.567
1228.605	32.637	4.568	4.567	70.000	4.567	4.568	70.000	4.568
1228.660	32.653	4.586	4.568	70.000	4.568	4.586	70.000	4.586
1228.710	32.642	4.598	4.586	70.000	4.586	4.598	70.000	4.598
1228.760	32.633	4.607	4.598	70.000	4.598	4.607	70.000	4.607
1228.810	32.630	4.620	4.607	70.000	4.607	4.620	70.000	4.620
1228.861	32.627	4.654	4.620	70.000	4.620	4.654	70.000	4.654
1228.910	32.622	4.687	4.654	70.000	4.654	4.687	70.000	4.687
1228.960	32.612	4.710	4.687	70.000	4.687	4.710	70.000	4.710
1229.008	32.608	4.718	4.710	70.000	4.710	4.718	70.000	4.718
1229.060	32.602	4.730	4.718	70.000	4.718	4.730	70.000	4.730
1229.110	32.585	4.705	4.730	70.000	4.730	4.705	70.000	4.705
1229.154	32.577	4.685	4.705	70.000	4.705	4.685	70.000	4.685
1229.210	32.566	4.672	4.685	70.000	4.685	4.672	70.000	4.672
1229.259	32.523	4.664	4.672	70.000	4.672	4.664	70.000	4.664
1229.310	32.499	4.666	4.664	70.000	4.664	4.666	70.000	4.666
1229.356	32.462	4.656	4.666	70.000	4.666	4.656	70.000	4.656
1229.410	32.454	4.691	4.656	70.000	4.656	4.691	70.000	4.691
1229.460	32.443	4.721	4.691	70.000	4.691	4.721	70.000	4.721
1229.512	32.401	4.753	4.721	70.000	4.721	4.753	70.000	4.753
1229.560	32.377	4.769	4.753	70.000	4.753	4.769	70.000	4.769
1229.610	32.318	4.795	4.769	70.000	4.769	4.795	70.000	4.795
1229.660	32.286	4.822	4.795	70.000	4.795	4.822	70.000	4.822
1229.710	32.249	4.855	4.822	70.000	4.822	4.855	70.000	4.855
1229.760	32.217	4.896	4.855	70.000	4.855	4.896	70.000	4.896
1229.808	32.177	4.914	4.896	70.000	4.896	4.914	70.000	4.914
1229.860	32.152	4.919	4.914	70.000	4.914	4.919	70.000	4.919
1229.906	32.108	4.965	4.919	70.000	4.919	4.965	70.000	4.965
1229.960	32.073	5.011	4.965	70.000	4.965	5.011	70.000	5.011
1230.010	32.039	5.034	5.011	70.000	5.011	5.034	70.000	5.034
1230.056	32.003	5.053	5.034	70.000	5.034	5.053	70.000	5.053
1230.110	31.975	5.040	5.053	70.000	5.053	5.040	70.000	5.040
1230.160	31.930	5.007	5.040	70.000	5.040	5.007	70.000	5.007
1230.210	31.895	4.998	5.007	70.000	5.007	4.998	70.000	4.998
1230.260	31.845	4.996	4.998	70.000	4.998	4.996	70.000	4.996
1230.310	31.777	4.993	4.996	70.000	4.996	4.993	70.000	4.993
1230.360	31.743	5.029	4.993	70.000	4.993	5.029	70.000	5.029
1230.410	31.729	5.124	5.029	70.000	5.029	5.124	70.000	5.124
1230.460	31.723	5.230	5.124	70.000	5.124	5.230	70.000	5.230
1230.510	31.751	5.315	5.230	70.000	5.230	5.315	70.000	5.315
1230.561	31.781	5.456	5.315	70.000	5.315	5.456	70.000	5.456
1230.611	31.811	5.607	5.456	70.000	5.456	5.607	70.000	5.607
1230.661	31.835	5.756	5.607	70.000	5.607	5.756	70.000	5.756
1230.710	31.855	5.871	5.756	70.000	5.756	5.871	70.000	5.871
1230.760	31.866	5.938	5.871	70.000	5.871	5.938	70.000	5.938
1230.806	31.881	5.953	5.938	70.000	5.938	5.953	70.000	5.953
1230.857	31.908	6.000	5.953	70.000	5.953	6.000	70.000	6.000
1230.910	31.926	6.073	6.000	70.000	6.000	6.073	70.000	6.073
1230.960	31.944	6.214	6.073	70.000	6.073	6.214	70.000	6.214
1231.007	31.958	6.413	6.214	70.000	6.214	6.413	70.000	6.413
1231.060	31.976	6.611	6.413	70.000	6.413	6.611	70.000	6.611
1231.110	31.990	6.795	6.611	70.000	6.611	6.795	70.000	6.795
1231.160	32.007	6.944	6.795	70.000	6.795	6.944	70.000	6.944
1231.206	32.014	7.110	6.944	70.000	6.944	7.110	70.000	7.110
1231.260	32.023	7.341	7.110	70.000	7.110	7.341	70.000	7.341
